quantile,value,type,location,target,forecast_date,target_end_date
,1008,point,01097,1 wk ahead inc case,2020-08-09,2020-08-15
,852,point,01097,2 wk ahead inc case,2020-08-09,2020-08-22
,764,point,01097,3 wk ahead inc case,2020-08-09,2020-08-29
,638,point,01097,4 wk ahead inc case,2020-08-09,2020-09-05
,420,point,45019,1 wk ahead inc case,2020-08-09,2020-08-15
,266,point,45019,2 wk ahead inc case,2020-08-09,2020-08-22
,168,point,45019,3 wk ahead inc case,2020-08-09,2020-08-29
,103,point,45019,4 wk ahead inc case,2020-08-09,2020-09-05
,113,point,26049,1 wk ahead inc case,2020-08-09,2020-08-15
,91,point,26049,2 wk ahead inc case,2020-08-09,2020-08-22
,78,point,26049,3 wk ahead inc case,2020-08-09,2020-08-29
,63,point,26049,4 wk ahead inc case,2020-08-09,2020-09-05
,509,point,55133,1 wk ahead inc case,2020-08-09,2020-08-15
,428,point,55133,2 wk ahead inc case,2020-08-09,2020-08-22
,379,point,55133,3 wk ahead inc case,2020-08-09,2020-08-29
,336,point,55133,4 wk ahead inc case,2020-08-09,2020-09-05
,378,point,12081,1 wk ahead inc case,2020-08-09,2020-08-15
,238,point,12081,2 wk ahead inc case,2020-08-09,2020-08-22
,158,point,12081,3 wk ahead inc case,2020-08-09,2020-08-29
,97,point,12081,4 wk ahead inc case,2020-08-09,2020-09-05
,368,point,29183,1 wk ahead inc case,2020-08-09,2020-08-15
,289,point,29183,2 wk ahead inc case,2020-08-09,2020-08-22
,240,point,29183,3 wk ahead inc case,2020-08-09,2020-08-29
,190,point,29183,4 wk ahead inc case,2020-08-09,2020-09-05
,252,point,06061,1 wk ahead inc case,2020-08-09,2020-08-15
,228,point,06061,2 wk ahead inc case,2020-08-09,2020-08-22
,217,point,06061,3 wk ahead inc case,2020-08-09,2020-08-29
,198,point,06061,4 wk ahead inc case,2020-08-09,2020-09-05
,650,point,05119,1 wk ahead inc case,2020-08-09,2020-08-15
,674,point,05119,2 wk ahead inc case,2020-08-09,2020-08-22
,694,point,05119,3 wk ahead inc case,2020-08-09,2020-08-29
,690,point,05119,4 wk ahead inc case,2020-08-09,2020-09-05
,236,point,22071,1 wk ahead inc case,2020-08-09,2020-08-15
,186,point,22071,2 wk ahead inc case,2020-08-09,2020-08-22
,144,point,22071,3 wk ahead inc case,2020-08-09,2020-08-29
,110,point,22071,4 wk ahead inc case,2020-08-09,2020-09-05
,59,point,36071,1 wk ahead inc case,2020-08-09,2020-08-15
,52,point,36071,2 wk ahead inc case,2020-08-09,2020-08-22
,48,point,36071,3 wk ahead inc case,2020-08-09,2020-08-29
,41,point,36071,4 wk ahead inc case,2020-08-09,2020-09-05
,444,point,12021,1 wk ahead inc case,2020-08-09,2020-08-15
,315,point,12021,2 wk ahead inc case,2020-08-09,2020-08-22
,232,point,12021,3 wk ahead inc case,2020-08-09,2020-08-29
,170,point,12021,4 wk ahead inc case,2020-08-09,2020-09-05
,210,point,39017,1 wk ahead inc case,2020-08-09,2020-08-15
,184,point,39017,2 wk ahead inc case,2020-08-09,2020-08-22
,169,point,39017,3 wk ahead inc case,2020-08-09,2020-08-29
,151,point,39017,4 wk ahead inc case,2020-08-09,2020-09-05
,289,point,37067,1 wk ahead inc case,2020-08-09,2020-08-15
,240,point,37067,2 wk ahead inc case,2020-08-09,2020-08-22
,217,point,37067,3 wk ahead inc case,2020-08-09,2020-08-29
,180,point,37067,4 wk ahead inc case,2020-08-09,2020-09-05
,57,point,41039,1 wk ahead inc case,2020-08-09,2020-08-15
,52,point,41039,2 wk ahead inc case,2020-08-09,2020-08-22
,47,point,41039,3 wk ahead inc case,2020-08-09,2020-08-29
,42,point,41039,4 wk ahead inc case,2020-08-09,2020-09-05
,304,point,18003,1 wk ahead inc case,2020-08-09,2020-08-15
,348,point,18003,2 wk ahead inc case,2020-08-09,2020-08-22
,400,point,18003,3 wk ahead inc case,2020-08-09,2020-08-29
,442,point,18003,4 wk ahead inc case,2020-08-09,2020-09-05
,695,point,12097,1 wk ahead inc case,2020-08-09,2020-08-15
,494,point,12097,2 wk ahead inc case,2020-08-09,2020-08-22
,358,point,12097,3 wk ahead inc case,2020-08-09,2020-08-29
,248,point,12097,4 wk ahead inc case,2020-08-09,2020-09-05
,774,point,48039,1 wk ahead inc case,2020-08-09,2020-08-15
,586,point,48039,2 wk ahead inc case,2020-08-09,2020-08-22
,493,point,48039,3 wk ahead inc case,2020-08-09,2020-08-29
,373,point,48039,4 wk ahead inc case,2020-08-09,2020-09-05
,380,point,01089,1 wk ahead inc case,2020-08-09,2020-08-15
,278,point,01089,2 wk ahead inc case,2020-08-09,2020-08-22
,206,point,01089,3 wk ahead inc case,2020-08-09,2020-08-29
,149,point,01089,4 wk ahead inc case,2020-08-09,2020-09-05
,119,point,39151,1 wk ahead inc case,2020-08-09,2020-08-15
,105,point,39151,2 wk ahead inc case,2020-08-09,2020-08-22
,93,point,39151,3 wk ahead inc case,2020-08-09,2020-08-29
,81,point,39151,4 wk ahead inc case,2020-08-09,2020-09-05
,116,point,42077,1 wk ahead inc case,2020-08-09,2020-08-15
,111,point,42077,2 wk ahead inc case,2020-08-09,2020-08-22
,109,point,42077,3 wk ahead inc case,2020-08-09,2020-08-29
,104,point,42077,4 wk ahead inc case,2020-08-09,2020-09-05
,492,point,47065,1 wk ahead inc case,2020-08-09,2020-08-15
,436,point,47065,2 wk ahead inc case,2020-08-09,2020-08-22
,386,point,47065,3 wk ahead inc case,2020-08-09,2020-08-29
,340,point,47065,4 wk ahead inc case,2020-08-09,2020-09-05
,108,point,26161,1 wk ahead inc case,2020-08-09,2020-08-15
,95,point,26161,2 wk ahead inc case,2020-08-09,2020-08-22
,86,point,26161,3 wk ahead inc case,2020-08-09,2020-08-29
,70,point,26161,4 wk ahead inc case,2020-08-09,2020-09-05
,67,point,34021,1 wk ahead inc case,2020-08-09,2020-08-15
,58,point,34021,2 wk ahead inc case,2020-08-09,2020-08-22
,52,point,34021,3 wk ahead inc case,2020-08-09,2020-08-29
,44,point,34021,4 wk ahead inc case,2020-08-09,2020-09-05
,500,point,12069,1 wk ahead inc case,2020-08-09,2020-08-15
,458,point,12069,2 wk ahead inc case,2020-08-09,2020-08-22
,406,point,12069,3 wk ahead inc case,2020-08-09,2020-08-29
,352,point,12069,4 wk ahead inc case,2020-08-09,2020-09-05
,1336,point,12083,1 wk ahead inc case,2020-08-09,2020-08-15
,1260,point,12083,2 wk ahead inc case,2020-08-09,2020-08-22
,1194,point,12083,3 wk ahead inc case,2020-08-09,2020-08-29
,1070,point,12083,4 wk ahead inc case,2020-08-09,2020-09-05
,334,point,48027,1 wk ahead inc case,2020-08-09,2020-08-15
,255,point,48027,2 wk ahead inc case,2020-08-09,2020-08-22
,212,point,48027,3 wk ahead inc case,2020-08-09,2020-08-29
,164,point,48027,4 wk ahead inc case,2020-08-09,2020-09-05
,1880,point,48355,1 wk ahead inc case,2020-08-09,2020-08-15
,1516,point,48355,2 wk ahead inc case,2020-08-09,2020-08-22
,1231,point,48355,3 wk ahead inc case,2020-08-09,2020-08-29
,936,point,48355,4 wk ahead inc case,2020-08-09,2020-09-05
,369,point,27003,1 wk ahead inc case,2020-08-09,2020-08-15
,394,point,27003,2 wk ahead inc case,2020-08-09,2020-08-22
,414,point,27003,3 wk ahead inc case,2020-08-09,2020-08-29
,441,point,27003,4 wk ahead inc case,2020-08-09,2020-09-05
,137,point,08069,1 wk ahead inc case,2020-08-09,2020-08-15
,130,point,08069,2 wk ahead inc case,2020-08-09,2020-08-22
,128,point,08069,3 wk ahead inc case,2020-08-09,2020-08-29
,115,point,08069,4 wk ahead inc case,2020-08-09,2020-09-05
,186,point,49011,1 wk ahead inc case,2020-08-09,2020-08-15
,143,point,49011,2 wk ahead inc case,2020-08-09,2020-08-22
,110,point,49011,3 wk ahead inc case,2020-08-09,2020-08-29
,84,point,49011,4 wk ahead inc case,2020-08-09,2020-09-05
,342,point,45051,1 wk ahead inc case,2020-08-09,2020-08-15
,244,point,45051,2 wk ahead inc case,2020-08-09,2020-08-22
,172,point,45051,3 wk ahead inc case,2020-08-09,2020-08-29
,124,point,45051,4 wk ahead inc case,2020-08-09,2020-09-05
,316,point,51041,1 wk ahead inc case,2020-08-09,2020-08-15
,307,point,51041,2 wk ahead inc case,2020-08-09,2020-08-22
,328,point,51041,3 wk ahead inc case,2020-08-09,2020-08-29
,302,point,51041,4 wk ahead inc case,2020-08-09,2020-09-05
,61,point,08035,1 wk ahead inc case,2020-08-09,2020-08-15
,41,point,08035,2 wk ahead inc case,2020-08-09,2020-08-22
,30,point,08035,3 wk ahead inc case,2020-08-09,2020-08-29
,20,point,08035,4 wk ahead inc case,2020-08-09,2020-09-05
,76,point,42129,1 wk ahead inc case,2020-08-09,2020-08-15
,59,point,42129,2 wk ahead inc case,2020-08-09,2020-08-22
,45,point,42129,3 wk ahead inc case,2020-08-09,2020-08-29
,36,point,42129,4 wk ahead inc case,2020-08-09,2020-09-05
,204,point,41047,1 wk ahead inc case,2020-08-09,2020-08-15
,192,point,41047,2 wk ahead inc case,2020-08-09,2020-08-22
,185,point,41047,3 wk ahead inc case,2020-08-09,2020-08-29
,171,point,41047,4 wk ahead inc case,2020-08-09,2020-09-05
,372,point,48167,1 wk ahead inc case,2020-08-09,2020-08-15
,236,point,48167,2 wk ahead inc case,2020-08-09,2020-08-22
,146,point,48167,3 wk ahead inc case,2020-08-09,2020-08-29
,95,point,48167,4 wk ahead inc case,2020-08-09,2020-09-05
,252,point,18057,1 wk ahead inc case,2020-08-09,2020-08-15
,257,point,18057,2 wk ahead inc case,2020-08-09,2020-08-22
,272,point,18057,3 wk ahead inc case,2020-08-09,2020-08-29
,275,point,18057,4 wk ahead inc case,2020-08-09,2020-09-05
,244,point,37051,1 wk ahead inc case,2020-08-09,2020-08-15
,227,point,37051,2 wk ahead inc case,2020-08-09,2020-08-22
,218,point,37051,3 wk ahead inc case,2020-08-09,2020-08-29
,185,point,37051,4 wk ahead inc case,2020-08-09,2020-09-05
,385,point,47149,1 wk ahead inc case,2020-08-09,2020-08-15
,294,point,47149,2 wk ahead inc case,2020-08-09,2020-08-22
,234,point,47149,3 wk ahead inc case,2020-08-09,2020-08-29
,181,point,47149,4 wk ahead inc case,2020-08-09,2020-09-05
,240,point,51087,1 wk ahead inc case,2020-08-09,2020-08-15
,226,point,51087,2 wk ahead inc case,2020-08-09,2020-08-22
,228,point,51087,3 wk ahead inc case,2020-08-09,2020-08-29
,214,point,51087,4 wk ahead inc case,2020-08-09,2020-09-05
,48,point,34035,1 wk ahead inc case,2020-08-09,2020-08-15
,44,point,34035,2 wk ahead inc case,2020-08-09,2020-08-22
,41,point,34035,3 wk ahead inc case,2020-08-09,2020-08-29
,38,point,34035,4 wk ahead inc case,2020-08-09,2020-09-05
,586,point,12111,1 wk ahead inc case,2020-08-09,2020-08-15
,490,point,12111,2 wk ahead inc case,2020-08-09,2020-08-22
,430,point,12111,3 wk ahead inc case,2020-08-09,2020-08-29
,364,point,12111,4 wk ahead inc case,2020-08-09,2020-09-05
,117,point,08013,1 wk ahead inc case,2020-08-09,2020-08-15
,116,point,08013,2 wk ahead inc case,2020-08-09,2020-08-22
,112,point,08013,3 wk ahead inc case,2020-08-09,2020-08-29
,106,point,08013,4 wk ahead inc case,2020-08-09,2020-09-05
,48,point,36087,1 wk ahead inc case,2020-08-09,2020-08-15
,45,point,36087,2 wk ahead inc case,2020-08-09,2020-08-22
,44,point,36087,3 wk ahead inc case,2020-08-09,2020-08-29
,41,point,36087,4 wk ahead inc case,2020-08-09,2020-09-05
,216,point,24027,1 wk ahead inc case,2020-08-09,2020-08-15
,196,point,24027,2 wk ahead inc case,2020-08-09,2020-08-22
,182,point,24027,3 wk ahead inc case,2020-08-09,2020-08-29
,163,point,24027,4 wk ahead inc case,2020-08-09,2020-09-05
,142,point,08123,1 wk ahead inc case,2020-08-09,2020-08-15
,132,point,08123,2 wk ahead inc case,2020-08-09,2020-08-22
,125,point,08123,3 wk ahead inc case,2020-08-09,2020-08-29
,116,point,08123,4 wk ahead inc case,2020-08-09,2020-09-05
,252,point,21067,1 wk ahead inc case,2020-08-09,2020-08-15
,244,point,21067,2 wk ahead inc case,2020-08-09,2020-08-22
,248,point,21067,3 wk ahead inc case,2020-08-09,2020-08-29
,236,point,21067,4 wk ahead inc case,2020-08-09,2020-09-05
,240,point,37063,1 wk ahead inc case,2020-08-09,2020-08-15
,191,point,37063,2 wk ahead inc case,2020-08-09,2020-08-22
,156,point,37063,3 wk ahead inc case,2020-08-09,2020-08-29
,124,point,37063,4 wk ahead inc case,2020-08-09,2020-09-05
,294,point,45083,1 wk ahead inc case,2020-08-09,2020-08-15
,246,point,45083,2 wk ahead inc case,2020-08-09,2020-08-22
,215,point,45083,3 wk ahead inc case,2020-08-09,2020-08-29
,169,point,45083,4 wk ahead inc case,2020-08-09,2020-09-05
,166,point,31109,1 wk ahead inc case,2020-08-09,2020-08-15
,123,point,31109,2 wk ahead inc case,2020-08-09,2020-08-22
,95,point,31109,3 wk ahead inc case,2020-08-09,2020-08-29
,73,point,31109,4 wk ahead inc case,2020-08-09,2020-09-05
,1356,point,12033,1 wk ahead inc case,2020-08-09,2020-08-15
,1284,point,12033,2 wk ahead inc case,2020-08-09,2020-08-22
,1284,point,12033,3 wk ahead inc case,2020-08-09,2020-08-29
,1175,point,12033,4 wk ahead inc case,2020-08-09,2020-09-05
,159,point,42079,1 wk ahead inc case,2020-08-09,2020-08-15
,184,point,42079,2 wk ahead inc case,2020-08-09,2020-08-22
,214,point,42079,3 wk ahead inc case,2020-08-09,2020-08-29
,252,point,42079,4 wk ahead inc case,2020-08-09,2020-09-05
,389,point,48303,1 wk ahead inc case,2020-08-09,2020-08-15
,339,point,48303,2 wk ahead inc case,2020-08-09,2020-08-22
,315,point,48303,3 wk ahead inc case,2020-08-09,2020-08-29
,278,point,48303,4 wk ahead inc case,2020-08-09,2020-09-05
,142,point,39093,1 wk ahead inc case,2020-08-09,2020-08-15
,140,point,39093,2 wk ahead inc case,2020-08-09,2020-08-22
,144,point,39093,3 wk ahead inc case,2020-08-09,2020-08-29
,144,point,39093,4 wk ahead inc case,2020-08-09,2020-09-05
,50,point,33015,1 wk ahead inc case,2020-08-09,2020-08-15
,54,point,33015,2 wk ahead inc case,2020-08-09,2020-08-22
,56,point,33015,3 wk ahead inc case,2020-08-09,2020-08-29
,59,point,33015,4 wk ahead inc case,2020-08-09,2020-09-05
,225,point,17111,1 wk ahead inc case,2020-08-09,2020-08-15
,229,point,17111,2 wk ahead inc case,2020-08-09,2020-08-22
,236,point,17111,3 wk ahead inc case,2020-08-09,2020-08-29
,237,point,17111,4 wk ahead inc case,2020-08-09,2020-09-05
,58,point,36001,1 wk ahead inc case,2020-08-09,2020-08-15
,47,point,36001,2 wk ahead inc case,2020-08-09,2020-08-22
,38,point,36001,3 wk ahead inc case,2020-08-09,2020-08-29
,31,point,36001,4 wk ahead inc case,2020-08-09,2020-09-05
,57,point,42095,1 wk ahead inc case,2020-08-09,2020-08-15
,46,point,42095,2 wk ahead inc case,2020-08-09,2020-08-22
,37,point,42095,3 wk ahead inc case,2020-08-09,2020-08-29
,30,point,42095,4 wk ahead inc case,2020-08-09,2020-09-05
,533,point,29510,1 wk ahead inc case,2020-08-09,2020-08-15
,514,point,29510,2 wk ahead inc case,2020-08-09,2020-08-22
,506,point,29510,3 wk ahead inc case,2020-08-09,2020-08-29
,500,point,29510,4 wk ahead inc case,2020-08-09,2020-09-05
,195,point,45063,1 wk ahead inc case,2020-08-09,2020-08-15
,127,point,45063,2 wk ahead inc case,2020-08-09,2020-08-22
,84,point,45063,3 wk ahead inc case,2020-08-09,2020-08-29
,52,point,45063,4 wk ahead inc case,2020-08-09,2020-09-05
,24,point,23005,1 wk ahead inc case,2020-08-09,2020-08-15
,18,point,23005,2 wk ahead inc case,2020-08-09,2020-08-22
,14,point,23005,3 wk ahead inc case,2020-08-09,2020-08-29
,11,point,23005,4 wk ahead inc case,2020-08-09,2020-09-05
,77,point,36027,1 wk ahead inc case,2020-08-09,2020-08-15
,77,point,36027,2 wk ahead inc case,2020-08-09,2020-08-22
,81,point,36027,3 wk ahead inc case,2020-08-09,2020-08-29
,77,point,36027,4 wk ahead inc case,2020-08-09,2020-09-05
,620,point,12073,1 wk ahead inc case,2020-08-09,2020-08-15
,553,point,12073,2 wk ahead inc case,2020-08-09,2020-08-22
,530,point,12073,3 wk ahead inc case,2020-08-09,2020-08-29
,480,point,12073,4 wk ahead inc case,2020-08-09,2020-09-05
,318,point,29077,1 wk ahead inc case,2020-08-09,2020-08-15
,307,point,29077,2 wk ahead inc case,2020-08-09,2020-08-22
,324,point,29077,3 wk ahead inc case,2020-08-09,2020-08-29
,334,point,29077,4 wk ahead inc case,2020-08-09,2020-09-05
,60,point,26065,1 wk ahead inc case,2020-08-09,2020-08-15
,47,point,26065,2 wk ahead inc case,2020-08-09,2020-08-22
,40,point,26065,3 wk ahead inc case,2020-08-09,2020-08-29
,33,point,26065,4 wk ahead inc case,2020-08-09,2020-09-05
,464,point,13063,1 wk ahead inc case,2020-08-09,2020-08-15
,423,point,13063,2 wk ahead inc case,2020-08-09,2020-08-22
,394,point,13063,3 wk ahead inc case,2020-08-09,2020-08-29
,336,point,13063,4 wk ahead inc case,2020-08-09,2020-09-05
,98,point,26139,1 wk ahead inc case,2020-08-09,2020-08-15
,85,point,26139,2 wk ahead inc case,2020-08-09,2020-08-22
,80,point,26139,3 wk ahead inc case,2020-08-09,2020-08-29
,68,point,26139,4 wk ahead inc case,2020-08-09,2020-09-05
,140,point,34015,1 wk ahead inc case,2020-08-09,2020-08-15
,142,point,34015,2 wk ahead inc case,2020-08-09,2020-08-22
,143,point,34015,3 wk ahead inc case,2020-08-09,2020-08-29
,143,point,34015,4 wk ahead inc case,2020-08-09,2020-09-05
,89,point,53067,1 wk ahead inc case,2020-08-09,2020-08-15
,85,point,53067,2 wk ahead inc case,2020-08-09,2020-08-22
,82,point,53067,3 wk ahead inc case,2020-08-09,2020-08-29
,76,point,53067,4 wk ahead inc case,2020-08-09,2020-09-05
,469,point,13051,1 wk ahead inc case,2020-08-09,2020-08-15
,364,point,13051,2 wk ahead inc case,2020-08-09,2020-08-22
,286,point,13051,3 wk ahead inc case,2020-08-09,2020-08-29
,214,point,13051,4 wk ahead inc case,2020-08-09,2020-09-05
,338,point,02020,1 wk ahead inc case,2020-08-09,2020-08-15
,300,point,02020,2 wk ahead inc case,2020-08-09,2020-08-22
,278,point,02020,3 wk ahead inc case,2020-08-09,2020-08-29
,244,point,02020,4 wk ahead inc case,2020-08-09,2020-09-05
,290,point,40027,1 wk ahead inc case,2020-08-09,2020-08-15
,224,point,40027,2 wk ahead inc case,2020-08-09,2020-08-22
,181,point,40027,3 wk ahead inc case,2020-08-09,2020-08-29
,135,point,40027,4 wk ahead inc case,2020-08-09,2020-09-05
,148,point,06079,1 wk ahead inc case,2020-08-09,2020-08-15
,105,point,06079,2 wk ahead inc case,2020-08-09,2020-08-22
,79,point,06079,3 wk ahead inc case,2020-08-09,2020-08-29
,54,point,06079,4 wk ahead inc case,2020-08-09,2020-09-05
,85,point,17201,1 wk ahead inc case,2020-08-09,2020-08-15
,63,point,17201,2 wk ahead inc case,2020-08-09,2020-08-22
,47,point,17201,3 wk ahead inc case,2020-08-09,2020-08-29
,36,point,17201,4 wk ahead inc case,2020-08-09,2020-09-05
,264,point,45091,1 wk ahead inc case,2020-08-09,2020-08-15
,209,point,45091,2 wk ahead inc case,2020-08-09,2020-08-22
,172,point,45091,3 wk ahead inc case,2020-08-09,2020-08-29
,132,point,45091,4 wk ahead inc case,2020-08-09,2020-09-05
,194,point,05007,1 wk ahead inc case,2020-08-09,2020-08-15
,146,point,05007,2 wk ahead inc case,2020-08-09,2020-08-22
,115,point,05007,3 wk ahead inc case,2020-08-09,2020-08-29
,86,point,05007,4 wk ahead inc case,2020-08-09,2020-09-05
,127,point,42043,1 wk ahead inc case,2020-08-09,2020-08-15
,127,point,42043,2 wk ahead inc case,2020-08-09,2020-08-22
,132,point,42043,3 wk ahead inc case,2020-08-09,2020-08-29
,129,point,42043,4 wk ahead inc case,2020-08-09,2020-09-05
,806,point,06047,1 wk ahead inc case,2020-08-09,2020-08-15
,686,point,06047,2 wk ahead inc case,2020-08-09,2020-08-22
,568,point,06047,3 wk ahead inc case,2020-08-09,2020-08-29
,463,point,06047,4 wk ahead inc case,2020-08-09,2020-09-05
,1329,point,48479,1 wk ahead inc case,2020-08-09,2020-08-15
,1204,point,48479,2 wk ahead inc case,2020-08-09,2020-08-22
,1122,point,48479,3 wk ahead inc case,2020-08-09,2020-08-29
,1001,point,48479,4 wk ahead inc case,2020-08-09,2020-09-05
,118,point,06087,1 wk ahead inc case,2020-08-09,2020-08-15
,100,point,06087,2 wk ahead inc case,2020-08-09,2020-08-22
,89,point,06087,3 wk ahead inc case,2020-08-09,2020-08-29
,73,point,06087,4 wk ahead inc case,2020-08-09,2020-09-05
,388,point,18141,1 wk ahead inc case,2020-08-09,2020-08-15
,416,point,18141,2 wk ahead inc case,2020-08-09,2020-08-22
,475,point,18141,3 wk ahead inc case,2020-08-09,2020-08-29
,506,point,18141,4 wk ahead inc case,2020-08-09,2020-09-05
,116,point,53035,1 wk ahead inc case,2020-08-09,2020-08-15
,108,point,53035,2 wk ahead inc case,2020-08-09,2020-08-22
,109,point,53035,3 wk ahead inc case,2020-08-09,2020-08-29
,99,point,53035,4 wk ahead inc case,2020-08-09,2020-09-05
,164,point,42049,1 wk ahead inc case,2020-08-09,2020-08-15
,192,point,42049,2 wk ahead inc case,2020-08-09,2020-08-22
,234,point,42049,3 wk ahead inc case,2020-08-09,2020-08-29
,273,point,42049,4 wk ahead inc case,2020-08-09,2020-09-05
,384,point,12001,1 wk ahead inc case,2020-08-09,2020-08-15
,332,point,12001,2 wk ahead inc case,2020-08-09,2020-08-22
,281,point,12001,3 wk ahead inc case,2020-08-09,2020-08-29
,232,point,12001,4 wk ahead inc case,2020-08-09,2020-09-05
,19,point,09011,1 wk ahead inc case,2020-08-09,2020-08-15
,16,point,09011,2 wk ahead inc case,2020-08-09,2020-08-22
,15,point,09011,3 wk ahead inc case,2020-08-09,2020-08-29
,13,point,09011,4 wk ahead inc case,2020-08-09,2020-09-05
,70,point,26077,1 wk ahead inc case,2020-08-09,2020-08-15
,59,point,26077,2 wk ahead inc case,2020-08-09,2020-08-22
,50,point,26077,3 wk ahead inc case,2020-08-09,2020-08-29
,40,point,26077,4 wk ahead inc case,2020-08-09,2020-09-05
,221,point,12109,1 wk ahead inc case,2020-08-09,2020-08-15
,160,point,12109,2 wk ahead inc case,2020-08-09,2020-08-22
,117,point,12109,3 wk ahead inc case,2020-08-09,2020-08-29
,84,point,12109,4 wk ahead inc case,2020-08-09,2020-09-05
,238,point,55009,1 wk ahead inc case,2020-08-09,2020-08-15
,231,point,55009,2 wk ahead inc case,2020-08-09,2020-08-22
,227,point,55009,3 wk ahead inc case,2020-08-09,2020-08-29
,220,point,55009,4 wk ahead inc case,2020-08-09,2020-09-05
,48,point,34001,1 wk ahead inc case,2020-08-09,2020-08-15
,32,point,34001,2 wk ahead inc case,2020-08-09,2020-08-22
,21,point,34001,3 wk ahead inc case,2020-08-09,2020-08-29
,14,point,34001,4 wk ahead inc case,2020-08-09,2020-09-05
,460,point,17119,1 wk ahead inc case,2020-08-09,2020-08-15
,546,point,17119,2 wk ahead inc case,2020-08-09,2020-08-22
,628,point,17119,3 wk ahead inc case,2020-08-09,2020-08-29
,708,point,17119,4 wk ahead inc case,2020-08-09,2020-09-05
,261,point,27163,1 wk ahead inc case,2020-08-09,2020-08-15
,274,point,27163,2 wk ahead inc case,2020-08-09,2020-08-22
,299,point,27163,3 wk ahead inc case,2020-08-09,2020-08-29
,319,point,27163,4 wk ahead inc case,2020-08-09,2020-09-05
,159,point,37021,1 wk ahead inc case,2020-08-09,2020-08-15
,129,point,37021,2 wk ahead inc case,2020-08-09,2020-08-22
,112,point,37021,3 wk ahead inc case,2020-08-09,2020-08-29
,90,point,37021,4 wk ahead inc case,2020-08-09,2020-09-05
,508,point,22103,1 wk ahead inc case,2020-08-09,2020-08-15
,504,point,22103,2 wk ahead inc case,2020-08-09,2020-08-22
,506,point,22103,3 wk ahead inc case,2020-08-09,2020-08-29
,490,point,22103,4 wk ahead inc case,2020-08-09,2020-09-05
,357,point,17163,1 wk ahead inc case,2020-08-09,2020-08-15
,334,point,17163,2 wk ahead inc case,2020-08-09,2020-08-22
,315,point,17163,3 wk ahead inc case,2020-08-09,2020-08-29
,287,point,17163,4 wk ahead inc case,2020-08-09,2020-09-05
,54,point,24021,1 wk ahead inc case,2020-08-09,2020-08-15
,40,point,24021,2 wk ahead inc case,2020-08-09,2020-08-22
,30,point,24021,3 wk ahead inc case,2020-08-09,2020-08-29
,23,point,24021,4 wk ahead inc case,2020-08-09,2020-09-05
,168,point,06041,1 wk ahead inc case,2020-08-09,2020-08-15
,107,point,06041,2 wk ahead inc case,2020-08-09,2020-08-22
,66,point,06041,3 wk ahead inc case,2020-08-09,2020-08-29
,42,point,06041,4 wk ahead inc case,2020-08-09,2020-09-05
,726,point,13057,1 wk ahead inc case,2020-08-09,2020-08-15
,924,point,13057,2 wk ahead inc case,2020-08-09,2020-08-22
,1196,point,13057,3 wk ahead inc case,2020-08-09,2020-08-29
,1428,point,13057,4 wk ahead inc case,2020-08-09,2020-09-05
,480,point,48309,1 wk ahead inc case,2020-08-09,2020-08-15
,410,point,48309,2 wk ahead inc case,2020-08-09,2020-08-22
,382,point,48309,3 wk ahead inc case,2020-08-09,2020-08-29
,332,point,48309,4 wk ahead inc case,2020-08-09,2020-09-05
,156,point,24025,1 wk ahead inc case,2020-08-09,2020-08-15
,144,point,24025,2 wk ahead inc case,2020-08-09,2020-08-22
,137,point,24025,3 wk ahead inc case,2020-08-09,2020-08-29
,128,point,24025,4 wk ahead inc case,2020-08-09,2020-09-05
,48,point,42041,1 wk ahead inc case,2020-08-09,2020-08-15
,37,point,42041,2 wk ahead inc case,2020-08-09,2020-08-22
,29,point,42041,3 wk ahead inc case,2020-08-09,2020-08-29
,22,point,42041,4 wk ahead inc case,2020-08-09,2020-09-05
,489,point,48245,1 wk ahead inc case,2020-08-09,2020-08-15
,388,point,48245,2 wk ahead inc case,2020-08-09,2020-08-22
,331,point,48245,3 wk ahead inc case,2020-08-09,2020-08-29
,269,point,48245,4 wk ahead inc case,2020-08-09,2020-09-05
,215,point,53077,1 wk ahead inc case,2020-08-09,2020-08-15
,151,point,53077,2 wk ahead inc case,2020-08-09,2020-08-22
,119,point,53077,3 wk ahead inc case,2020-08-09,2020-08-29
,88,point,53077,4 wk ahead inc case,2020-08-09,2020-09-05
,111,point,29047,1 wk ahead inc case,2020-08-09,2020-08-15
,106,point,29047,2 wk ahead inc case,2020-08-09,2020-08-22
,102,point,29047,3 wk ahead inc case,2020-08-09,2020-08-29
,96,point,29047,4 wk ahead inc case,2020-08-09,2020-09-05
,330,point,51550,1 wk ahead inc case,2020-08-09,2020-08-15
,276,point,51550,2 wk ahead inc case,2020-08-09,2020-08-22
,245,point,51550,3 wk ahead inc case,2020-08-09,2020-08-29
,204,point,51550,4 wk ahead inc case,2020-08-09,2020-09-05
,582,point,22055,1 wk ahead inc case,2020-08-09,2020-08-15
,498,point,22055,2 wk ahead inc case,2020-08-09,2020-08-22
,437,point,22055,3 wk ahead inc case,2020-08-09,2020-08-29
,354,point,22055,4 wk ahead inc case,2020-08-09,2020-09-05
,340,point,13117,1 wk ahead inc case,2020-08-09,2020-08-15
,363,point,13117,2 wk ahead inc case,2020-08-09,2020-08-22
